timestamp,shift,process,machine,batch_id,product_type,temperature,vibration,speed,pressure,defect
2024-06-12,C,Coating,CoatBooth1,B16,P2,75.98,0.69,988.37,83.11,OK
2024-06-12,A,Coating,CoatBooth1,B40,P2,76.12,0.61,623.21,108.33,OK
2024-06-12,B,Machining,CNC1,B80,P3,103.06,0.17,935.5,141.07,Excessive burrs
2024-06-12,C,Assembly,AssemLineA,B23,P3,86.02,0.26,1148.4,86.68,OK
2024-06-12,A,Casting,CastLine1,B60,P3,78.0,0.68,1073.17,110.65,OK
2024-06-12,C,Packaging,PackLine1,B90,P4,76.36,0.52,884.1,94.93,OK
2024-06-12,A,Welding,WeldUnitA,B12,P1,51.7,0.64,1107.4,118.01,OK
2024-06-12,A,Machining,CNC1,B90,P2,86.69,0.62,997.63,92.55,Chatter marks
2024-06-13,B,Coating,CoatBooth1,B14,P4,88.38,0.03,990.69,75.41,OK
2024-06-13,B,Casting,CastLine1,B12,P3,76.82,0.53,1001.49,102.38,OK
2024-06-13,B,Casting,CastLine1,B96,P2,93.68,0.31,681.84,112.17,OK
2024-06-13,C,Casting,CastLine1,B59,P4,80.98,0.32,950.5,105.15,OK
2024-06-13,A,Drilling,DrillX1,B42,P2,64.54,0.47,1102.67,88.25,Tool wear
2024-06-13,C,Coating,CoatBooth1,B76,P4,77.69,0.68,1023.31,99.89,OK
2024-06-13,B,Coating,CoatBooth1,B25,P4,73.45,0.63,808.38,75.5,Paint chipping
2024-06-13,B,Machining,CNC1,B22,P3,64.64,0.34,1079.77,86.4,OK
2024-06-13,C,Assembly,AssemLineA,B72,P4,82.29,0.59,947.79,103.27,Misfits
2024-06-13,A,Casting,CastLine2,B4,P2,93.39,0.41,906.17,97.37,OK
2024-06-13,A,Casting,CastLine1,B18,P5,67.54,0.17,1050.55,115.04,OK
2024-06-13,C,Assembly,AssemLineB,B38,P2,73.46,0.27,1023.25,80.38,OK
2024-06-13,A,Drilling,DrillX2,B57,P4,72.71,0.65,861.07,131.48,OK
2024-06-13,B,Casting,CastLine1,B20,P2,69.56,0.35,804.38,89.81,Surface blisters
2024-06-13,B,Casting,CastLine1,B84,P4,80.18,0.48,1107.6,85.26,OK
2024-06-13,A,Machining,CNC2,B10,P4,53.49,0.1,1391.99,90.9,OK
2024-06-13,B,Assembly,AssemLineB,B67,P3,85.23,0.84,1285.06,93.3,OK
2024-06-13,A,Welding,WeldUnitA,B87,P2,92.49,0.63,687.68,98.92,Cracks
2024-06-13,C,Assembly,AssemLineB,B7,P5,88.75,0.35,732.85,106.52,OK
2024-06-13,A,Machining,CNC1,B14,P3,68.76,0.66,1235.05,98.7,OK
2024-06-13,C,Welding,WeldUnitB,B7,P3,86.73,0.39,906.12,114.69,OK
2024-06-13,A,Machining,CNC2,B64,P3,96.63,0.54,992.81,83.77,Excessive burrs
2024-06-13,B,Drilling,DrillX1,B33,P1,69.45,0.52,1039.46,134.34,OK
2024-06-14,A,Assembly,AssemLineA,B92,P2,78.79,0.56,848.05,75.66,OK
2024-06-14,A,Drilling,DrillX2,B41,P4,83.59,0.5,1233.87,81.54,OK
2024-06-14,C,Packaging,PackLine2,B47,P5,81.95,0.34,702.61,70.84,OK
2024-06-14,A,Assembly,AssemLineB,B89,P3,83.51,0.75,1166.56,127.82,OK
2024-06-14,B,Machining,CNC1,B5,P2,81.88,0.7,1119.6,91.61,OK
2024-06-14,C,Drilling,DrillX2,B66,P2,76.32,0.95,674.33,79.07,OK
2024-06-14,B,Casting,CastLine2,B99,P3,81.31,0.13,1746.44,106.6,OK
2024-06-14,A,Packaging,PackLine1,B12,P5,58.0,0.64,1078.94,106.5,OK
2024-06-14,C,Assembly,AssemLineA,B75,P1,88.16,0.65,950.64,95.88,Loose joints
2024-06-14,B,Assembly,AssemLineB,B45,P5,66.68,0.63,961.93,80.45,OK
2024-06-14,A,Packaging,PackLine1,B77,P2,76.6,0.24,869.22,99.15,OK
2024-06-14,A,Coating,CoatBooth2,B81,P4,58.49,0.28,867.2,78.44,OK
2024-06-14,C,Assembly,AssemLineB,B26,P3,63.52,0.57,769.0,117.7,OK
2024-06-14,C,Drilling,DrillX1,B25,P4,90.16,0.34,1248.7,92.87,OK
2024-06-14,A,Machining,CNC1,B67,P5,77.39,0.65,1293.3,123.88,OK
2024-06-14,B,Casting,CastLine1,B60,P5,79.58,0.23,1176.11,93.16,OK
2024-06-14,B,Drilling,DrillX1,B29,P1,80.81,0.26,997.15,128.3,OK
2024-06-14,A,Assembly,AssemLineA,B17,P4,84.8,0.46,805.46,121.75,OK
2024-06-14,C,Welding,WeldUnitA,B30,P3,93.1,0.77,691.22,107.02,OK
2024-06-14,A,Assembly,AssemLineB,B21,P5,77.63,0.28,1315.52,137.24,OK
2024-06-15,C,Coating,CoatBooth2,B30,P4,70.88,0.47,1126.31,99.91,OK
2024-06-15,C,Welding,WeldUnitB,B44,P1,76.18,0.45,889.17,112.52,Cracks
2024-06-15,A,Machining,CNC1,B95,P2,89.48,0.54,1066.07,94.41,Excessive burrs
2024-06-15,B,Packaging,PackLine2,B36,P2,79.93,0.34,970.69,129.62,Seal failure
2024-06-15,C,Packaging,PackLine1,B5,P3,72.9,0.79,1144.13,102.84,OK
2024-06-15,B,Coating,CoatBooth2,B18,P1,83.05,0.71,1146.72,109.69,OK
2024-06-15,A,Packaging,PackLine1,B69,P2,66.17,0.48,1515.22,100.91,OK
2024-06-15,C,Casting,CastLine2,B84,P1,71.14,0.57,869.84,97.55,OK
2024-06-15,B,Welding,WeldUnitA,B41,P2,65.49,0.59,956.02,98.34,OK
2024-06-15,C,Welding,WeldUnitB,B52,P1,59.03,0.63,1310.74,84.89,OK
2024-06-15,A,Coating,CoatBooth2,B27,P3,59.99,0.52,1318.23,91.07,OK
2024-06-15,B,Drilling,DrillX1,B79,P4,77.14,0.68,1081.04,110.58,OK
2024-06-15,C,Packaging,PackLine2,B57,P1,83.02,0.15,895.27,89.86,OK
2024-06-15,A,Assembly,AssemLineB,B95,P2,78.84,0.61,1038.11,100.14,OK
2024-06-15,A,Drilling,DrillX2,B10,P4,66.08,0.56,952.79,99.25,OK
2024-06-15,C,Welding,WeldUnitB,B72,P2,62.89,0.79,625.94,82.03,Weld joint failure
2024-06-15,A,Assembly,AssemLineB,B85,P1,79.31,0.4,1307.76,73.65,OK
2024-06-15,B,Welding,WeldUnitB,B39,P3,77.89,0.59,745.94,117.95,OK
2024-06-15,A,Coating,CoatBooth2,B46,P3,66.14,0.7,647.86,94.92,OK
2024-06-15,B,Coating,CoatBooth2,B8,P1,73.56,0.34,1141.63,113.28,OK
2024-06-15,A,Packaging,PackLine2,B47,P2,79.78,0.84,1145.7,126.83,OK
2024-06-15,B,Coating,CoatBooth2,B86,P1,75.77,0.41,1356.32,100.5,OK
2024-06-15,C,Packaging,PackLine1,B49,P4,84.2,0.57,1062.64,103.04,OK
2024-06-15,A,Assembly,AssemLineA,B20,P2,86.55,0.3,1325.44,87.75,OK
2024-06-15,A,Packaging,PackLine2,B1,P3,59.02,0.74,1198.09,100.78,OK
2024-06-15,B,Packaging,PackLine1,B19,P3,67.22,0.78,1031.26,104.62,OK
2024-06-15,C,Coating,CoatBooth1,B15,P2,72.45,0.42,870.53,107.5,OK
2024-06-15,B,Coating,CoatBooth1,B5,P2,77.8,0.37,1217.76,107.32,OK
2024-06-15,A,Machining,CNC2,B12,P4,60.47,0.9,1186.54,114.49,OK
2024-06-16,B,Casting,CastLine1,B97,P2,75.58,0.33,771.35,97.78,OK
2024-06-16,A,Packaging,PackLine2,B20,P4,78.14,0.85,530.43,91.51,OK
2024-06-16,A,Casting,CastLine2,B94,P3,94.7,0.22,1018.66,105.76,OK
2024-06-16,B,Casting,CastLine2,B64,P5,60.99,0.7,725.13,74.85,OK
2024-06-16,A,Packaging,PackLine2,B96,P1,70.54,0.74,1037.97,45.78,Label misprint
2024-06-16,A,Machining,CNC1,B60,P1,80.29,0.67,978.56,86.43,OK
2024-06-16,C,Drilling,DrillX1,B70,P2,80.48,0.6,1014.22,102.69,OK
2024-06-16,B,Packaging,PackLine1,B12,P4,45.57,0.82,1124.51,82.64,OK
2024-06-16,C,Welding,WeldUnitB,B27,P5,66.61,0.61,1079.03,83.61,OK
2024-06-16,A,Packaging,PackLine2,B99,P5,97.63,0.48,1155.25,84.93,Seal failure
2024-06-16,B,Welding,WeldUnitA,B50,P1,73.49,0.58,1126.74,112.91,OK
2024-06-16,A,Assembly,AssemLineA,B53,P4,64.6,0.31,1139.26,114.52,OK
2024-06-16,A,Assembly,AssemLineB,B21,P3,84.95,0.17,1194.06,114.62,OK
2024-06-16,B,Assembly,AssemLineB,B1,P1,59.27,0.6,1116.33,114.08,OK
2024-06-16,B,Casting,CastLine1,B7,P1,71.76,0.18,826.61,96.19,OK
2024-06-16,A,Welding,WeldUnitB,B94,P3,80.72,0.77,1422.72,107.21,OK
2024-06-16,A,Coating,CoatBooth1,B1,P1,88.02,0.79,1162.16,120.87,OK
2024-06-16,B,Machining,CNC2,B32,P1,73.64,0.62,1101.84,95.32,OK
2024-06-16,B,Assembly,AssemLineA,B3,P2,73.58,0.4,1075.45,107.23,OK
2024-06-16,B,Packaging,PackLine1,B51,P4,83.03,0.39,1298.64,81.23,Seal failure
2024-06-16,C,Coating,CoatBooth2,B64,P1,79.95,0.65,1089.64,95.51,OK
2024-06-16,B,Welding,WeldUnitA,B87,P3,87.79,0.43,1254.02,97.84,OK
2024-06-16,C,Welding,WeldUnitA,B92,P5,73.03,0.18,993.14,127.78,OK
2024-06-16,B,Welding,WeldUnitA,B39,P2,76.25,0.55,975.08,110.11,OK
2024-06-16,A,Coating,CoatBooth2,B43,P5,74.56,0.77,1053.11,68.41,OK
2024-06-16,A,Assembly,AssemLineA,B88,P3,60.64,0.26,1073.76,112.74,OK
2024-06-16,C,Coating,CoatBooth2,B91,P2,66.89,0.45,1195.79,102.36,OK
2024-06-16,B,Casting,CastLine1,B98,P3,73.48,0.64,955.04,112.2,OK
2024-06-16,C,Coating,CoatBooth2,B28,P3,75.95,0.45,1429.55,112.09,OK
2024-06-16,A,Casting,CastLine2,B65,P5,71.86,0.62,794.59,93.29,OK
2024-06-17,B,Assembly,AssemLineB,B52,P2,84.92,0.21,895.64,113.94,OK
2024-06-17,C,Coating,CoatBooth2,B65,P3,65.49,0.47,1121.78,103.94,OK
2024-06-17,C,Assembly,AssemLineA,B16,P4,73.85,0.48,841.43,99.86,OK
2024-06-17,A,Welding,WeldUnitB,B68,P3,76.33,0.53,768.41,77.71,OK
2024-06-17,B,Assembly,AssemLineB,B98,P2,57.58,0.96,1068.31,82.77,OK
2024-06-17,C,Packaging,PackLine2,B93,P4,72.1,0.5,546.76,104.5,OK
2024-06-17,C,Welding,WeldUnitB,B31,P3,62.5,0.51,1407.84,116.73,Weld joint failure
2024-06-17,B,Drilling,DrillX1,B68,P2,84.3,0.24,831.77,115.14,OK
2024-06-17,A,Drilling,DrillX2,B46,P2,80.33,0.32,973.57,110.65,Misaligned holes
2024-06-17,A,Machining,CNC2,B24,P4,73.41,0.55,877.36,83.62,OK
2024-06-17,B,Drilling,DrillX1,B6,P5,73.48,0.49,1356.33,117.01,OK
2024-06-17,C,Drilling,DrillX1,B2,P3,73.53,0.67,1145.88,90.92,OK
2024-06-17,C,Coating,CoatBooth1,B43,P5,67.76,0.57,777.69,112.07,OK
2024-06-17,A,Welding,WeldUnitB,B12,P5,72.64,0.57,1095.38,116.3,OK
2024-06-17,A,Coating,CoatBooth1,B94,P1,62.53,0.72,1094.9,112.76,OK
2024-06-17,A,Drilling,DrillX1,B61,P1,90.38,0.77,519.48,98.76,OK
2024-06-17,C,Assembly,AssemLineA,B44,P2,56.77,0.42,1294.68,115.97,OK
2024-06-17,C,Casting,CastLine1,B40,P4,53.39,0.47,1047.48,104.19,OK
2024-06-17,B,Packaging,PackLine1,B59,P5,51.48,0.82,976.84,122.57,OK
2024-06-17,C,Casting,CastLine1,B87,P2,49.59,0.31,1020.98,101.35,OK
2024-06-17,C,Welding,WeldUnitA,B55,P3,89.44,0.53,1043.78,98.65,OK
2024-06-17,C,Casting,CastLine2,B64,P4,82.54,0.42,1285.38,96.06,Porosity
2024-06-17,A,Drilling,DrillX1,B3,P4,77.2,0.29,989.81,120.95,OK
2024-06-17,C,Machining,CNC1,B33,P3,76.42,0.3,798.05,136.23,OK
2024-06-17,A,Drilling,DrillX2,B40,P4,79.22,0.61,1187.17,83.68,OK
2024-06-17,A,Drilling,DrillX2,B78,P2,79.01,0.95,630.38,96.58,OK
2024-06-17,C,Casting,CastLine1,B84,P3,80.9,0.68,1027.72,111.23,Porosity
2024-06-17,B,Welding,WeldUnitA,B85,P5,81.86,0.52,943.82,115.31,OK
2024-06-17,A,Casting,CastLine1,B40,P5,68.74,0.66,1050.18,112.72,OK
2024-06-18,C,Drilling,DrillX2,B93,P4,85.08,0.16,548.25,104.01,OK
2024-06-18,B,Drilling,DrillX2,B95,P5,60.64,0.58,580.6,79.46,OK
2024-06-18,C,Machining,CNC1,B53,P1,73.45,0.31,647.25,126.22,Chatter marks
2024-06-18,B,Drilling,DrillX1,B49,P2,66.26,0.57,908.33,63.53,OK
2024-06-18,C,Coating,CoatBooth2,B89,P4,73.91,0.21,993.52,107.86,OK
2024-06-18,C,Casting,CastLine2,B4,P1,66.8,0.73,731.67,86.19,Porosity
2024-06-18,C,Assembly,AssemLineB,B53,P1,74.93,0.24,1212.21,116.46,OK
2024-06-18,C,Packaging,PackLine2,B5,P3,71.95,0.42,1160.93,108.03,OK
2024-06-18,A,Coating,CoatBooth2,B98,P5,73.7,0.48,1257.48,117.45,OK
2024-06-18,B,Drilling,DrillX1,B48,P2,66.4,0.31,1085.97,73.59,OK
2024-06-18,C,Drilling,DrillX1,B85,P4,70.05,0.3,1171.63,107.7,OK
2024-06-18,A,Coating,CoatBooth2,B38,P1,68.0,0.76,1010.89,79.0,OK
2024-06-18,B,Casting,CastLine2,B45,P4,77.57,0.54,1074.61,96.98,OK
2024-06-18,B,Packaging,PackLine1,B55,P2,77.67,0.1,1166.58,115.34,OK
2024-06-18,A,Drilling,DrillX2,B97,P4,70.7,0.42,1061.05,92.36,OK
2024-06-18,B,Welding,WeldUnitB,B22,P5,66.42,0.35,1064.08,107.1,OK
2024-06-18,B,Packaging,PackLine2,B46,P4,74.71,0.41,1252.05,108.18,OK
2024-06-18,C,Welding,WeldUnitB,B78,P3,69.29,0.71,907.21,84.02,OK
2024-06-18,A,Assembly,AssemLineA,B39,P3,84.54,0.46,1234.88,123.45,OK
2024-06-18,C,Welding,WeldUnitB,B81,P1,67.78,0.58,848.22,131.24,OK
2024-06-19,C,Assembly,AssemLineB,B94,P2,60.33,0.14,1218.61,92.68,OK
2024-06-19,A,Assembly,AssemLineA,B43,P4,60.12,0.21,946.07,101.09,OK
2024-06-19,A,Welding,WeldUnitA,B92,P2,96.34,0.53,1342.42,97.14,OK
2024-06-19,A,Casting,CastLine2,B38,P4,61.81,0.48,787.66,107.37,OK
2024-06-19,B,Packaging,PackLine1,B88,P3,93.04,0.63,1053.36,90.61,OK
2024-06-19,B,Machining,CNC2,B93,P3,62.83,0.54,628.41,111.66,OK
2024-06-19,A,Machining,CNC2,B97,P1,64.98,0.35,1457.61,102.4,OK
2024-06-19,C,Machining,CNC1,B67,P2,73.28,0.41,1251.85,87.15,OK
2024-06-19,C,Assembly,AssemLineB,B76,P3,80.52,0.51,844.56,103.41,OK
2024-06-19,B,Drilling,DrillX1,B67,P2,87.53,0.7,1098.55,94.06,OK
2024-06-19,A,Casting,CastLine2,B2,P1,92.76,0.34,1078.66,83.54,OK
2024-06-19,C,Coating,CoatBooth1,B58,P5,59.14,0.48,739.64,98.39,Uneven coating
2024-06-19,C,Assembly,AssemLineB,B22,P3,70.35,0.45,1208.58,76.58,OK
2024-06-19,B,Packaging,PackLine1,B51,P5,71.08,0.6,957.76,133.69,OK
2024-06-19,C,Drilling,DrillX2,B45,P2,69.91,0.36,1213.0,96.65,OK
2024-06-19,C,Assembly,AssemLineA,B39,P2,67.9,0.53,692.72,109.93,OK
2024-06-19,A,Machining,CNC1,B17,P3,68.67,0.74,841.94,91.04,Chatter marks
2024-06-19,B,Packaging,PackLine1,B34,P5,86.93,0.66,1080.77,93.76,OK
2024-06-19,C,Welding,WeldUnitA,B91,P4,72.29,0.13,1080.2,86.96,OK
2024-06-19,C,Assembly,AssemLineA,B58,P2,63.15,0.52,1124.06,96.96,OK
2024-06-19,A,Assembly,AssemLineB,B79,P4,77.03,0.3,1357.93,80.8,OK
2024-06-19,B,Drilling,DrillX2,B35,P1,83.28,0.73,670.7,113.59,OK
2024-06-19,B,Coating,CoatBooth1,B58,P1,77.05,0.82,1144.66,114.52,OK
2024-06-19,C,Drilling,DrillX1,B23,P4,78.41,0.66,973.19,94.65,OK
2024-06-19,B,Packaging,PackLine2,B9,P3,63.32,0.26,1217.06,79.91,OK
2024-06-19,C,Drilling,DrillX2,B26,P2,56.92,0.15,1357.2,116.37,OK
2024-06-19,C,Coating,CoatBooth1,B74,P3,70.93,0.5,1094.57,118.07,Uneven coating
2024-06-20,C,Machining,CNC2,B17,P5,94.99,0.78,957.53,99.2,OK
2024-06-20,A,Packaging,PackLine1,B26,P4,50.16,0.31,898.63,112.87,OK
2024-06-20,C,Machining,CNC2,B97,P3,75.54,0.48,946.23,99.39,OK
2024-06-20,A,Coating,CoatBooth1,B79,P2,82.18,0.57,859.21,83.79,OK
2024-06-20,B,Coating,CoatBooth1,B24,P5,80.41,0.36,864.46,96.39,Paint chipping
2024-06-20,B,Coating,CoatBooth1,B18,P4,70.47,0.38,982.89,110.63,OK
2024-06-20,B,Welding,WeldUnitA,B38,P1,78.92,0.41,1166.7,73.85,OK
2024-06-20,B,Drilling,DrillX1,B94,P2,77.44,0.73,1311.25,54.12,OK
2024-06-20,B,Casting,CastLine2,B16,P1,72.82,0.48,1171.75,97.19,OK
2024-06-20,A,Assembly,AssemLineA,B100,P5,63.05,0.62,745.51,77.2,OK
2024-06-20,B,Packaging,PackLine1,B16,P1,95.83,0.48,854.94,94.53,Label misprint
2024-06-20,C,Packaging,PackLine1,B41,P5,82.31,0.42,816.25,70.08,OK
2024-06-20,A,Packaging,PackLine1,B2,P2,78.69,0.2,847.74,71.61,Label misprint
2024-06-20,C,Drilling,DrillX1,B54,P2,67.21,0.72,595.29,85.75,OK
2024-06-20,A,Assembly,AssemLineB,B82,P1,70.92,0.55,847.72,113.91,OK
2024-06-20,B,Coating,CoatBooth1,B24,P3,69.36,0.55,856.98,104.43,OK
2024-06-20,B,Welding,WeldUnitA,B62,P5,82.63,0.79,734.53,113.4,OK
2024-06-20,A,Machining,CNC1,B79,P3,77.57,0.66,737.78,122.48,OK
2024-06-20,C,Drilling,DrillX1,B8,P2,76.67,0.57,1018.78,117.86,Misaligned holes
2024-06-20,C,Machining,CNC2,B19,P1,74.96,0.77,886.22,113.79,OK
2024-06-20,A,Machining,CNC2,B9,P3,81.57,0.27,778.46,116.69,Excessive burrs
2024-06-20,B,Machining,CNC2,B29,P1,77.74,0.46,1447.61,87.71,OK
2024-06-20,A,Coating,CoatBooth2,B63,P4,89.6,0.4,881.79,113.37,OK
2024-06-20,A,Coating,CoatBooth2,B45,P3,90.1,0.44,611.42,89.72,OK
2024-06-20,C,Welding,WeldUnitA,B45,P2,80.8,0.47,998.01,118.81,OK
2024-06-20,C,Casting,CastLine2,B3,P4,86.86,0.77,1432.2,116.32,OK
2024-06-20,C,Assembly,AssemLineA,B77,P4,73.14,0.88,995.61,101.63,Loose joints
2024-06-20,C,Welding,WeldUnitA,B7,P5,82.77,0.57,1001.76,123.31,OK
2024-06-20,B,Drilling,DrillX2,B67,P4,83.61,0.34,1103.39,113.73,OK
2024-06-20,B,Drilling,DrillX2,B21,P2,85.89,0.07,1044.64,84.78,OK
2024-06-21,B,Drilling,DrillX2,B24,P2,59.08,0.7,800.47,101.82,OK
2024-06-21,C,Assembly,AssemLineA,B27,P1,76.28,0.22,810.29,126.1,OK
2024-06-21,B,Welding,WeldUnitA,B18,P2,82.75,0.52,1051.32,101.52,OK
2024-06-21,B,Drilling,DrillX1,B19,P5,77.78,0.55,883.44,93.39,OK
2024-06-21,A,Coating,CoatBooth2,B53,P5,83.49,0.63,1587.25,134.88,OK
2024-06-21,B,Casting,CastLine1,B58,P4,77.77,0.78,835.61,107.12,OK
2024-06-21,B,Packaging,PackLine1,B17,P3,71.84,0.64,1090.09,81.29,OK
2024-06-21,B,Coating,CoatBooth2,B50,P5,80.96,0.95,1077.83,119.93,OK
2024-06-21,C,Casting,CastLine2,B8,P5,88.02,0.6,832.27,86.47,Porosity
2024-06-21,B,Machining,CNC2,B27,P1,68.44,0.65,935.07,96.08,Excessive burrs
2024-06-21,A,Packaging,PackLine2,B6,P4,70.88,0.76,1079.06,94.36,OK
2024-06-21,A,Packaging,PackLine2,B38,P1,63.44,0.61,961.17,98.96,OK
2024-06-21,B,Drilling,DrillX1,B68,P3,68.72,0.53,994.35,106.65,OK
2024-06-21,C,Casting,CastLine1,B78,P3,74.49,0.55,751.2,93.01,OK
2024-06-21,C,Casting,CastLine1,B34,P4,49.85,0.39,1284.07,83.33,OK
2024-06-21,A,Coating,CoatBooth2,B42,P1,70.53,0.43,867.29,89.15,OK
2024-06-21,B,Assembly,AssemLineA,B61,P5,79.77,0.4,1004.54,121.21,Misfits
2024-06-21,B,Drilling,DrillX1,B64,P4,62.65,0.73,1056.42,84.61,OK
2024-06-21,C,Casting,CastLine1,B90,P3,87.04,0.45,1185.43,118.25,OK
2024-06-21,A,Packaging,PackLine1,B37,P1,63.18,0.74,994.49,107.93,OK
2024-06-21,B,Coating,CoatBooth2,B29,P3,80.31,0.51,1175.96,119.65,OK
2024-06-21,A,Assembly,AssemLineA,B39,P5,74.3,0.16,1010.11,68.13,OK
2024-06-21,B,Drilling,DrillX2,B82,P3,71.66,0.23,1095.63,117.73,OK
2024-06-21,B,Casting,CastLine2,B3,P4,74.76,0.43,1178.99,128.42,OK
2024-06-21,A,Welding,WeldUnitA,B72,P4,73.49,0.47,769.47,81.02,OK
2024-06-21,A,Machining,CNC1,B89,P2,75.36,0.62,947.79,87.26,OK
2024-06-21,A,Assembly,AssemLineA,B31,P4,82.33,0.56,899.6,104.56,OK
2024-06-21,B,Drilling,DrillX2,B64,P4,88.99,0.8,1101.58,79.51,Tool wear
2024-06-21,B,Drilling,DrillX1,B92,P5,86.1,0.56,1158.45,113.46,OK
2024-06-21,B,Packaging,PackLine2,B61,P4,68.26,0.24,892.95,113.59,Seal failure
2024-06-22,A,Drilling,DrillX1,B25,P1,66.09,0.49,850.11,90.14,OK
2024-06-22,B,Coating,CoatBooth2,B26,P3,95.67,0.64,925.18,88.57,OK
2024-06-22,B,Assembly,AssemLineB,B38,P5,87.35,0.27,704.3,110.05,OK
2024-06-22,A,Machining,CNC1,B10,P4,70.5,0.22,820.19,107.3,OK
2024-06-22,A,Coating,CoatBooth1,B17,P4,74.77,0.53,1195.81,90.47,OK
2024-06-22,C,Packaging,PackLine2,B46,P5,75.09,0.45,1156.88,110.05,OK
2024-06-22,A,Drilling,DrillX2,B4,P2,72.78,0.81,1023.43,114.74,OK
2024-06-22,B,Packaging,PackLine2,B87,P3,83.13,0.33,1093.04,103.8,OK
2024-06-22,B,Assembly,AssemLineA,B6,P1,83.21,0.31,1311.6,76.55,OK
2024-06-22,A,Welding,WeldUnitA,B57,P5,89.43,0.69,1262.7,84.98,OK
2024-06-22,C,Drilling,DrillX1,B27,P5,85.66,0.36,1209.44,111.46,OK
2024-06-22,B,Coating,CoatBooth2,B16,P3,72.07,0.58,930.04,104.96,Uneven coating
2024-06-22,C,Coating,CoatBooth2,B23,P2,66.91,0.35,663.42,101.22,Paint chipping
2024-06-22,C,Machining,CNC1,B19,P2,55.6,0.3,1219.2,102.94,OK
2024-06-22,A,Casting,CastLine1,B51,P5,69.87,0.2,1071.41,101.23,OK
2024-06-22,B,Drilling,DrillX1,B52,P3,79.58,0.83,654.61,130.46,OK
2024-06-22,B,Machining,CNC1,B99,P3,94.47,0.44,799.49,60.13,OK
2024-06-22,C,Welding,WeldUnitB,B33,P3,70.92,0.49,841.7,82.2,OK
2024-06-22,B,Welding,WeldUnitA,B27,P2,85.84,0.36,881.81,95.08,OK
2024-06-22,B,Drilling,DrillX2,B16,P4,58.1,0.52,650.18,96.66,OK
2024-06-23,A,Machining,CNC2,B38,P2,63.23,0.29,869.08,85.95,OK
2024-06-23,A,Assembly,AssemLineB,B77,P3,73.17,0.26,1276.74,122.67,Loose joints
2024-06-23,A,Machining,CNC2,B34,P2,90.98,0.68,1037.19,112.53,OK
2024-06-23,A,Machining,CNC1,B97,P3,67.26,0.37,943.2,98.67,OK
2024-06-23,B,Drilling,DrillX1,B54,P1,77.14,0.43,1126.34,108.84,Tool wear
2024-06-23,B,Coating,CoatBooth2,B96,P3,66.75,0.61,1129.97,94.02,OK
2024-06-23,B,Machining,CNC1,B24,P5,75.55,0.52,792.95,136.91,OK
2024-06-23,B,Welding,WeldUnitA,B60,P3,94.03,0.62,1086.95,86.57,OK
2024-06-23,C,Packaging,PackLine2,B98,P3,68.54,0.38,1263.09,121.41,OK
2024-06-23,C,Drilling,DrillX1,B39,P1,66.91,0.14,1173.12,59.49,OK
2024-06-23,A,Casting,CastLine2,B88,P1,66.87,0.72,1002.09,100.15,OK
2024-06-23,A,Machining,CNC2,B35,P2,72.3,0.59,866.96,131.25,OK
2024-06-23,A,Coating,CoatBooth1,B46,P1,83.73,0.52,1017.74,107.04,OK
2024-06-23,B,Welding,WeldUnitB,B87,P1,68.23,0.33,1287.34,80.64,OK
2024-06-23,C,Coating,CoatBooth1,B77,P2,92.59,0.66,1146.59,102.03,OK
2024-06-23,A,Assembly,AssemLineA,B25,P3,82.1,0.52,845.19,121.22,OK
2024-06-23,B,Casting,CastLine1,B97,P3,65.43,0.34,955.45,93.18,OK
2024-06-23,C,Machining,CNC2,B81,P5,75.73,0.56,1264.42,134.43,OK
2024-06-23,B,Assembly,AssemLineA,B46,P5,75.25,0.29,1165.14,103.53,OK
2024-06-23,A,Drilling,DrillX1,B26,P4,82.42,0.73,911.07,101.15,OK
2024-06-23,B,Packaging,PackLine2,B5,P4,53.47,0.77,1211.1,94.04,OK
2024-06-23,A,Packaging,PackLine2,B96,P5,73.49,0.51,793.62,74.6,OK
2024-06-23,B,Drilling,DrillX1,B97,P3,61.1,0.18,825.29,111.51,OK
2024-06-23,B,Casting,CastLine2,B44,P2,61.79,0.4,1307.15,71.86,OK
2024-06-24,C,Packaging,PackLine2,B56,P2,69.52,0.48,1034.51,124.96,Label misprint
2024-06-24,A,Packaging,PackLine2,B12,P4,86.02,0.61,1274.33,100.06,OK
2024-06-24,C,Machining,CNC2,B97,P3,76.28,0.64,1532.0,124.93,OK
2024-06-24,A,Welding,WeldUnitA,B47,P4,65.84,0.54,1251.02,80.45,OK
2024-06-24,C,Assembly,AssemLineB,B38,P2,69.46,0.41,1013.75,113.79,OK
2024-06-24,C,Drilling,DrillX1,B63,P2,80.82,0.74,1135.4,111.04,Tool wear
2024-06-24,B,Coating,CoatBooth1,B27,P3,76.49,0.45,1152.64,98.56,OK
2024-06-24,A,Welding,WeldUnitA,B88,P2,87.44,0.33,841.38,81.4,OK
2024-06-24,A,Welding,WeldUnitB,B19,P5,70.39,0.4,1054.25,116.63,OK
2024-06-24,B,Casting,CastLine2,B81,P4,81.21,0.48,1071.61,95.06,OK
2024-06-24,B,Coating,CoatBooth2,B95,P2,66.78,0.39,571.83,110.49,OK
2024-06-24,C,Drilling,DrillX2,B36,P4,73.22,0.4,1127.18,118.58,OK
